font,fontVariant,m_label,strength,italic,orientation,m_top,m_left,originalH,originalW,h,w,r0c0,r0c1,r0c2,r0c3,r0c4,r0c5,r0c6,r0c7,r0c8,r0c9,r0c10,r0c11,r0c12,r0c13,r0c14,r0c15,r0c16,r0c17,r0c18,r0c19,r1c0,r1c1,r1c2,r1c3,r1c4,r1c5,r1c6,r1c7,r1c8,r1c9,r1c10,r1c11,r1c12,r1c13,r1c14,r1c15,r1c16,r1c17,r1c18,r1c19,r2c0,r2c1,r2c2,r2c3,r2c4,r2c5,r2c6,r2c7,r2c8,r2c9,r2c10,r2c11,r2c12,r2c13,r2c14,r2c15,r2c16,r2c17,r2c18,r2c19,r3c0,r3c1,r3c2,r3c3,r3c4,r3c5,r3c6,r3c7,r3c8,r3c9,r3c10,r3c11,r3c12,r3c13,r3c14,r3c15,r3c16,r3c17,r3c18,r3c19,r4c0,r4c1,r4c2,r4c3,r4c4,r4c5,r4c6,r4c7,r4c8,r4c9,r4c10,r4c11,r4c12,r4c13,r4c14,r4c15,r4c16,r4c17,r4c18,r4c19,r5c0,r5c1,r5c2,r5c3,r5c4,r5c5,r5c6,r5c7,r5c8,r5c9,r5c10,r5c11,r5c12,r5c13,r5c14,r5c15,r5c16,r5c17,r5c18,r5c19,r6c0,r6c1,r6c2,r6c3,r6c4,r6c5,r6c6,r6c7,r6c8,r6c9,r6c10,r6c11,r6c12,r6c13,r6c14,r6c15,r6c16,r6c17,r6c18,r6c19,r7c0,r7c1,r7c2,r7c3,r7c4,r7c5,r7c6,r7c7,r7c8,r7c9,r7c10,r7c11,r7c12,r7c13,r7c14,r7c15,r7c16,r7c17,r7c18,r7c19,r8c0,r8c1,r8c2,r8c3,r8c4,r8c5,r8c6,r8c7,r8c8,r8c9,r8c10,r8c11,r8c12,r8c13,r8c14,r8c15,r8c16,r8c17,r8c18,r8c19,r9c0,r9c1,r9c2,r9c3,r9c4,r9c5,r9c6,r9c7,r9c8,r9c9,r9c10,r9c11,r9c12,r9c13,r9c14,r9c15,r9c16,r9c17,r9c18,r9c19,r10c0,r10c1,r10c2,r10c3,r10c4,r10c5,r10c6,r10c7,r10c8,r10c9,r10c10,r10c11,r10c12,r10c13,r10c14,r10c15,r10c16,r10c17,r10c18,r10c19,r11c0,r11c1,r11c2,r11c3,r11c4,r11c5,r11c6,r11c7,r11c8,r11c9,r11c10,r11c11,r11c12,r11c13,r11c14,r11c15,r11c16,r11c17,r11c18,r11c19,r12c0,r12c1,r12c2,r12c3,r12c4,r12c5,r12c6,r12c7,r12c8,r12c9,r12c10,r12c11,r12c12,r12c13,r12c14,r12c15,r12c16,r12c17,r12c18,r12c19,r13c0,r13c1,r13c2,r13c3,r13c4,r13c5,r13c6,r13c7,r13c8,r13c9,r13c10,r13c11,r13c12,r13c13,r13c14,r13c15,r13c16,r13c17,r13c18,r13c19,r14c0,r14c1,r14c2,r14c3,r14c4,r14c5,r14c6,r14c7,r14c8,r14c9,r14c10,r14c11,r14c12,r14c13,r14c14,r14c15,r14c16,r14c17,r14c18,r14c19,r15c0,r15c1,r15c2,r15c3,r15c4,r15c5,r15c6,r15c7,r15c8,r15c9,r15c10,r15c11,r15c12,r15c13,r15c14,r15c15,r15c16,r15c17,r15c18,r15c19,r16c0,r16c1,r16c2,r16c3,r16c4,r16c5,r16c6,r16c7,r16c8,r16c9,r16c10,r16c11,r16c12,r16c13,r16c14,r16c15,r16c16,r16c17,r16c18,r16c19,r17c0,r17c1,r17c2,r17c3,r17c4,r17c5,r17c6,r17c7,r17c8,r17c9,r17c10,r17c11,r17c12,r17c13,r17c14,r17c15,r17c16,r17c17,r17c18,r17c19,r18c0,r18c1,r18c2,r18c3,r18c4,r18c5,r18c6,r18c7,r18c8,r18c9,r18c10,r18c11,r18c12,r18c13,r18c14,r18c15,r18c16,r18c17,r18c18,r18c19,r19c0,r19c1,r19c2,r19c3,r19c4,r19c5,r19c6,r19c7,r19c8,r19c9,r19c10,r19c11,r19c12,r19c13,r19c14,r19c15,r19c16,r19c17,r19c18,r19c19
GEORGIA,GEORGIA,102,0.400000,0,0.000000,31,21,51,25,20,20,1,1,1,1,1,1,1,1,1,23,116,156,121,223,255,255,255,216,156,76,1,1,1,1,1,1,1,9,131,229,250,86,1,59,206,254,255,255,255,255,1,1,1,1,1,1,40,218,255,255,103,1,1,1,1,73,191,191,191,111,1,1,1,1,1,49,202,255,255,168,15,1,1,1,1,1,1,1,1,1,1,1,1,1,16,148,255,255,255,154,1,1,1,1,1,1,1,1,1,1,1,1,1,1,52,255,255,255,255,154,1,1,1,1,1,1,1,1,1,1,1,1,1,1,52,255,255,255,255,154,1,1,1,1,1,1,1,1,1,1,141,141,141,141,164,255,255,255,255,210,141,141,141,141,141,141,1,1,1,1,161,161,161,161,180,255,255,255,255,218,161,161,161,161,161,161,1,1,1,1,1,1,1,1,52,255,255,255,255,154,1,1,1,1,1,1,1,1,1,1,1,1,1,1,52,255,255,255,255,154,1,1,1,1,1,1,1,1,1,1,1,1,1,1,52,255,255,255,255,154,1,1,1,1,1,1,1,1,1,1,1,1,1,1,52,255,255,255,255,154,1,1,1,1,1,1,1,1,1,1,1,1,1,1,52,255,255,255,255,154,1,1,1,1,1,1,1,1,1,1,1,1,1,1,52,255,255,255,255,154,1,1,1,1,1,1,1,1,1,1,1,1,1,1,52,255,255,255,255,154,1,1,1,1,1,1,1,1,1,1,1,1,1,1,52,255,255,255,255,154,1,1,1,1,1,1,1,1,1,1,1,1,1,1,52,255,255,255,255,154,1,1,1,1,1,1,1,1,1,1,1,1,1,37,88,255,255,255,255,212,86,10,1,1,1,1,1,1,1,1,41,201,201,245,255,255,255,255,255,255,255,212,201,201,81,1,1,1,1,1
GEORGIA,GEORGIA,101,0.400000,0,0.000000,49,22,34,29,20,20,1,1,1,1,1,51,106,168,255,255,255,255,255,121,106,19,1,1,1,1,1,1,1,1,78,232,255,231,87,46,46,87,231,255,255,218,143,15,1,1,1,1,4,98,243,255,228,53,1,1,1,1,53,228,255,255,255,176,1,1,1,1,145,255,255,198,28,1,1,1,1,1,1,53,255,255,255,246,75,1,1,140,253,255,255,132,1,1,1,1,1,1,1,38,219,255,255,255,159,1,56,227,255,255,224,39,1,1,1,1,1,1,1,1,132,255,255,255,227,56,80,255,255,255,212,1,1,1,1,1,1,1,1,1,132,255,255,255,255,80,245,255,255,255,227,91,91,91,91,91,91,91,91,91,176,255,255,255,255,80,255,255,255,255,248,211,211,211,211,211,211,211,211,211,211,211,211,211,211,66,255,255,255,255,212,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,212,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,222,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,245,255,255,255,255,132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,80,255,255,255,255,132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,56,227,255,255,255,241,47,1,1,1,1,1,1,1,1,1,1,6,132,122,1,140,253,255,255,255,181,18,1,1,1,1,1,1,1,1,14,149,255,131,1,1,238,255,255,255,255,206,38,1,1,1,1,1,1,19,189,255,204,38,1,1,51,215,255,255,255,255,245,189,91,91,91,91,168,243,255,177,10,1,1,1,1,34,86,232,255,255,255,255,255,255,255,255,255,218,143,15,1,1,1,1,1,1,1,51,106,168,255,255,255,255,255,224,106,19,1,1,1,1
GEORGIA,GEORGIA,100,0.400000,0,0.000000,31,22,52,36,20,20,1,1,1,1,1,1,1,1,18,157,157,157,179,255,255,255,171,1,1,1,1,1,1,1,1,1,1,1,5,40,40,127,218,255,255,255,171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,197,255,255,171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,171,255,255,171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,171,255,255,171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,171,255,255,171,1,1,1,1,1,1,1,1,1,7,20,20,20,20,3,1,171,255,255,171,1,1,1,1,1,1,9,79,177,203,238,177,177,212,186,155,197,255,255,171,1,1,1,1,1,53,205,255,238,96,16,1,1,9,53,203,255,255,255,171,1,1,1,1,66,242,255,255,33,1,1,1,1,1,1,14,190,255,255,171,1,1,1,27,234,255,255,114,1,1,1,1,1,1,1,1,171,255,255,171,1,1,1,125,255,255,242,62,1,1,1,1,1,1,1,1,171,255,255,171,1,1,1,255,255,255,227,1,1,1,1,1,1,1,1,1,171,255,255,171,1,1,1,255,255,255,227,1,1,1,1,1,1,1,1,1,171,255,255,171,1,1,1,255,255,255,227,1,1,1,1,1,1,1,1,1,171,255,255,171,1,1,1,168,255,255,245,70,1,1,1,1,1,1,1,1,171,255,255,171,1,1,1,62,242,255,255,179,11,1,1,1,1,1,1,1,171,255,255,171,1,1,1,1,103,238,255,255,221,64,1,1,1,1,1,83,229,255,255,197,18,1,1,1,1,114,221,255,255,249,214,138,138,138,225,199,210,255,255,255,218,138,138,1,1,1,7,114,157,245,255,255,255,157,70,14,105,157,157,125,59,59,59
GEORGIA,GEORGIA,99,0.400000,0,0.000000,49,22,34,28,20,20,1,1,1,1,1,1,61,127,255,255,255,255,255,191,106,76,1,1,1,1,1,1,1,1,43,211,236,247,196,88,46,46,67,196,238,243,125,9,1,1,1,1,3,80,230,255,247,99,1,1,1,1,1,1,183,255,255,155,1,1,1,1,123,255,255,255,110,1,1,1,1,1,1,52,217,255,255,236,69,1,1,129,251,255,255,191,13,1,1,1,1,1,1,110,255,255,255,255,146,1,52,223,255,255,255,183,1,1,1,1,1,1,1,110,255,255,255,255,146,1,73,255,255,255,255,86,1,1,1,1,1,1,1,52,217,255,255,236,69,1,245,255,255,255,255,1,1,1,1,1,1,1,1,1,11,166,166,142,1,1,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,245,255,255,255,255,118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,73,255,255,255,255,183,1,1,1,1,1,1,1,1,1,1,1,1,1,1,52,223,255,255,255,247,97,1,1,1,1,1,1,1,1,1,1,11,140,118,1,129,251,255,255,255,213,48,1,1,1,1,1,1,1,1,18,170,255,127,1,1,219,255,255,255,255,238,78,1,1,1,1,1,1,39,204,255,198,35,1,1,35,204,255,255,255,255,249,241,91,91,91,91,198,245,255,157,9,1,1,1,1,26,168,223,255,255,255,255,255,255,255,255,255,211,125,9,1,1,1,1,1,1,1,31,106,127,255,255,255,255,234,106,106,1,1,1,1,1
GEORGIA,GEORGIA,98,0.400000,0,0.000000,31,20,53,36,20,20,159,159,159,223,255,255,171,1,1,1,1,1,1,1,1,1,1,1,1,1,34,66,158,255,255,255,171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,193,255,255,171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,171,255,255,171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,171,255,255,171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,171,255,255,171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,171,255,255,171,1,1,1,53,53,53,48,1,1,1,1,1,1,1,1,1,171,255,255,171,37,127,212,255,255,255,251,212,169,84,5,1,1,1,1,1,171,255,255,230,220,163,77,77,77,152,228,255,255,255,174,28,1,1,1,1,171,255,255,207,33,1,1,1,1,1,21,165,255,255,255,166,1,1,1,1,171,255,255,171,1,1,1,1,1,1,1,1,194,255,255,250,92,1,1,1,171,255,255,171,1,1,1,1,1,1,1,1,80,247,255,255,210,1,1,1,171,255,255,171,1,1,1,1,1,1,1,1,1,227,255,255,255,1,1,1,171,255,255,171,1,1,1,1,1,1,1,1,1,227,255,255,255,1,1,1,171,255,255,171,1,1,1,1,1,1,1,1,1,227,255,255,215,1,1,1,171,255,255,171,1,1,1,1,1,1,1,1,60,242,255,251,97,1,1,1,171,255,255,172,2,1,1,1,1,1,1,1,170,255,255,171,1,1,1,1,171,255,255,255,95,1,1,1,1,1,8,121,255,255,182,31,1,1,1,1,171,255,198,211,242,162,77,34,34,56,198,255,222,104,7,1,1,1,1,1,171,202,35,1,49,74,159,159,159,159,95,63,1,1,1,1,1
GEORGIA,GEORGIA,97,0.400000,0,0.000000,49,22,34,31,20,20,1,1,1,1,51,106,188,255,255,255,255,255,144,106,21,1,1,1,1,1,1,1,26,177,232,205,113,46,46,46,147,219,255,255,195,30,1,1,1,1,1,21,203,255,255,51,1,1,1,1,1,35,213,255,255,209,22,1,1,1,1,181,255,255,255,206,1,1,1,1,1,1,112,255,255,255,33,1,1,1,1,181,255,255,255,206,1,1,1,1,1,1,25,255,255,255,179,1,1,1,1,65,255,255,241,85,1,1,1,1,1,1,25,255,255,255,198,1,1,1,1,8,121,121,62,1,1,1,1,1,1,1,25,255,255,255,198,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,83,255,255,255,198,1,1,1,1,1,1,1,1,1,1,1,28,46,147,178,199,255,255,255,198,1,1,1,1,1,1,1,1,1,83,151,215,207,106,65,25,255,255,255,198,1,1,1,1,1,1,82,178,255,255,161,59,1,1,1,25,255,255,255,198,1,1,1,1,53,211,245,255,215,46,5,1,1,1,1,25,255,255,255,198,1,1,1,59,229,255,255,248,97,1,1,1,1,1,1,25,255,255,255,198,1,1,1,168,255,255,255,132,1,1,1,1,1,1,1,25,255,255,255,198,1,1,1,255,255,255,255,132,1,1,1,1,1,1,1,25,255,255,255,198,1,1,1,255,255,255,255,147,5,1,1,1,1,1,1,45,255,255,255,198,1,1,1,255,255,255,255,255,42,1,1,1,1,5,136,225,255,255,255,198,1,1,1,101,255,255,255,255,243,158,91,91,139,241,255,189,206,255,255,218,38,1,1,22,170,255,255,255,255,255,255,255,255,225,152,16,95,247,255,255,221,196,196,1,7,106,222,255,255,255,255,164,106,34,1,1,1,109,255,255,255,212,106
GEORGIA,GEORGIA,90,0.400000,0,0.000000,36,21,46,39,20,20,1,118,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,109,1,118,255,255,255,198,95,78,78,78,78,78,78,88,216,255,255,255,215,1,1,118,255,255,123,6,1,1,1,1,1,1,1,91,255,255,255,194,21,1,1,186,255,144,2,1,1,1,1,1,1,1,56,252,255,255,234,54,1,1,1,249,183,7,1,1,1,1,1,1,1,35,228,255,255,250,82,1,1,1,1,163,37,1,1,1,1,1,1,1,21,180,255,255,255,127,1,1,1,1,1,1,1,1,1,1,1,1,1,3,125,255,255,255,163,9,1,1,1,1,1,1,1,1,1,1,1,1,1,89,255,255,255,209,36,1,1,1,1,1,1,1,1,1,1,1,1,1,54,240,255,255,242,60,1,1,1,1,1,1,1,1,1,1,1,1,1,35,209,255,255,255,96,1,1,1,1,1,1,1,1,1,1,1,1,1,12,216,255,255,248,120,1,1,1,1,1,1,1,1,1,1,1,1,1,1,176,255,255,255,163,1,1,1,1,1,1,1,1,1,1,1,1,1,1,127,249,255,255,201,12,1,1,1,1,1,1,1,1,1,1,1,1,1,63,240,255,255,218,34,1,1,1,1,1,1,1,1,15,134,1,1,1,23,235,255,255,238,87,1,1,1,1,1,1,1,1,3,163,255,1,1,1,207,255,255,255,132,1,1,1,1,1,1,1,1,1,59,255,210,1,1,165,254,255,255,172,5,1,1,1,1,1,1,1,1,24,246,255,125,1,95,250,255,255,200,16,1,1,1,1,1,1,1,1,39,215,255,255,125,92,254,255,255,255,135,78,78,78,78,78,78,78,95,189,230,255,255,255,125,238,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,125
GEORGIA,GEORGIA,89,0.400000,0,0.000000,36,19,46,44,20,20,222,243,255,255,255,255,249,222,222,21,1,1,61,222,237,255,255,255,255,225,1,70,237,255,255,245,88,1,1,1,1,1,1,1,36,175,255,237,98,8,1,1,63,237,255,255,139,1,1,1,1,1,1,1,1,140,237,63,1,1,1,1,1,141,253,255,233,37,1,1,1,1,1,1,11,248,90,1,1,1,1,1,1,1,207,255,255,146,1,1,1,1,1,1,142,157,1,1,1,1,1,1,1,1,76,255,255,240,37,1,1,1,1,73,250,26,1,1,1,1,1,1,1,1,1,200,255,255,157,2,1,1,4,201,145,1,1,1,1,1,1,1,1,1,1,69,255,255,255,44,1,1,141,199,10,1,1,1,1,1,1,1,1,1,1,7,187,255,255,225,1,35,237,77,1,1,1,1,1,1,1,1,1,1,1,1,62,255,255,255,111,188,195,7,1,1,1,1,1,1,1,1,1,1,1,1,1,171,255,255,255,229,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,52,243,255,255,179,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,209,255,255,93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,209,255,255,93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,209,255,255,93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,209,255,255,93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,209,255,255,93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,209,255,255,93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,108,243,255,255,193,78,15,1,1,1,1,1,1,1,1,1,1,1,222,228,255,255,255,255,255,255,228,121,1,1,1,1,1
GEORGIA,GEORGIA,88,0.400000,0,0.000000,36,20,46,48,20,20,222,233,255,255,255,255,255,239,167,1,1,1,204,231,255,255,255,253,222,37,1,26,139,255,255,255,196,39,1,1,1,1,1,20,152,255,206,81,1,1,1,1,4,144,255,255,241,18,1,1,1,1,1,1,148,239,39,1,1,1,1,1,1,3,206,255,255,179,1,1,1,1,1,71,244,56,1,1,1,1,1,1,1,1,37,255,255,248,56,1,1,1,14,226,126,1,1,1,1,1,1,1,1,1,1,135,255,255,191,15,1,1,142,169,10,1,1,1,1,1,1,1,1,1,1,23,220,255,255,98,1,46,230,45,1,1,1,1,1,1,1,1,1,1,1,1,34,243,255,255,45,216,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,123,255,255,228,138,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,219,255,255,110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,135,255,255,255,36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,49,239,171,255,255,202,1,1,1,1,1,1,1,1,1,1,1,1,1,34,224,104,19,214,255,252,112,1,1,1,1,1,1,1,1,1,1,1,4,146,171,4,1,90,250,255,225,32,1,1,1,1,1,1,1,1,1,1,135,237,17,1,1,1,169,255,255,219,1,1,1,1,1,1,1,1,1,37,255,87,1,1,1,1,19,239,255,255,121,1,1,1,1,1,1,1,31,224,166,6,1,1,1,1,1,133,255,255,233,36,1,1,1,1,1,4,144,255,42,1,1,1,1,1,1,9,204,255,255,222,13,1,1,1,59,139,255,255,33,1,1,1,1,1,1,39,196,255,255,255,185,26,1,222,247,255,255,255,236,222,19,1,1,37,222,239,255,255,255,255,255,233,222
GEORGIA,GEORGIA,87,0.400000,0,0.000000,36,20,47,66,20,20,232,255,255,255,238,165,1,1,1,1,147,32,1,1,1,185,253,255,255,232,28,193,255,244,39,1,1,1,1,56,255,78,1,1,1,1,105,255,193,28,1,56,255,247,28,1,1,1,1,112,255,134,1,1,1,1,8,242,36,1,1,1,225,255,62,1,1,1,1,168,255,209,1,1,1,1,21,211,1,1,1,1,200,255,120,1,1,1,1,232,255,244,24,1,1,1,86,147,1,1,1,1,144,255,176,1,1,1,49,184,252,255,68,1,1,1,122,111,1,1,1,1,70,255,217,1,1,1,102,131,178,255,123,1,1,1,161,57,1,1,1,1,46,253,246,30,1,1,158,75,119,255,186,1,1,1,214,1,1,1,1,1,1,248,255,77,1,16,228,22,63,255,250,8,1,4,163,1,1,1,1,1,1,198,255,116,1,48,201,1,19,244,255,58,1,62,154,1,1,1,1,1,1,143,255,177,1,109,141,1,1,201,255,113,1,123,93,1,1,1,1,1,1,93,255,225,8,181,85,1,1,129,255,169,1,146,21,1,1,1,1,1,1,42,255,255,21,211,16,1,1,73,255,240,1,176,6,1,1,1,1,1,1,10,232,255,116,195,1,1,1,29,244,253,82,186,1,1,1,1,1,1,1,1,194,255,186,139,1,1,1,1,216,255,150,120,1,1,1,1,1,1,1,1,141,255,255,70,1,1,1,1,147,255,255,64,1,1,1,1,1,1,1,1,116,255,249,12,1,1,1,1,83,255,240,24,1,1,1,1,1,1,1,1,41,255,205,1,1,1,1,1,32,251,217,1,1,1,1,1,1,1,1,1,12,228,149,1,1,1,1,1,1,226,163,1,1,1,1,1,1,1,1,1,1,217,93,1,1,1,1,1,1,171,107,1,1,1,1,1
GEORGIA,GEORGIA,86,0.400000,0,0.000000,36,19,47,47,20,20,218,245,255,255,255,255,232,218,19,1,1,1,51,218,254,255,255,255,255,223,1,84,213,255,255,201,28,1,1,1,1,1,1,1,68,164,255,246,103,11,1,1,66,255,255,245,3,1,1,1,1,1,1,1,1,66,255,80,1,1,1,1,5,238,255,255,98,1,1,1,1,1,1,1,1,130,194,3,1,1,1,1,1,118,255,255,179,1,1,1,1,1,1,1,9,200,118,1,1,1,1,1,1,42,253,255,230,28,1,1,1,1,1,1,78,225,24,1,1,1,1,1,1,1,190,255,255,127,1,1,1,1,1,1,157,170,1,1,1,1,1,1,1,1,107,255,255,198,8,1,1,1,1,1,235,54,1,1,1,1,1,1,1,1,7,231,255,255,29,1,1,1,1,97,221,1,1,1,1,1,1,1,1,1,1,159,255,255,131,1,1,1,1,207,97,1,1,1,1,1,1,1,1,1,1,81,255,255,216,1,1,1,48,245,11,1,1,1,1,1,1,1,1,1,1,10,247,255,254,87,1,1,162,164,1,1,1,1,1,1,1,1,1,1,1,1,132,255,255,164,1,15,226,86,1,1,1,1,1,1,1,1,1,1,1,1,49,255,255,222,21,64,207,10,1,1,1,1,1,1,1,1,1,1,1,1,3,198,255,255,112,188,138,1,1,1,1,1,1,1,1,1,1,1,1,1,1,122,255,255,226,236,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,237,255,255,190,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,174,255,255,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,95,255,230,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,255,163,1,1,1,1,1,1,1,1,1
GEORGIA,GEORGIA,85,0.400000,0,0.000000,36,23,47,48,20,20,218,246,255,255,255,255,243,199,1,1,1,1,199,243,255,255,255,255,246,218,1,53,208,255,255,193,48,1,1,1,1,1,1,48,116,255,255,132,53,1,1,1,128,255,255,107,1,1,1,1,1,1,1,1,1,253,218,12,1,1,1,1,128,255,255,107,1,1,1,1,1,1,1,1,1,149,171,1,1,1,1,1,128,255,255,107,1,1,1,1,1,1,1,1,1,149,171,1,1,1,1,1,128,255,255,107,1,1,1,1,1,1,1,1,1,149,171,1,1,1,1,1,128,255,255,107,1,1,1,1,1,1,1,1,1,149,171,1,1,1,1,1,128,255,255,107,1,1,1,1,1,1,1,1,1,149,171,1,1,1,1,1,128,255,255,107,1,1,1,1,1,1,1,1,1,149,171,1,1,1,1,1,128,255,255,107,1,1,1,1,1,1,1,1,1,149,171,1,1,1,1,1,128,255,255,107,1,1,1,1,1,1,1,1,1,149,171,1,1,1,1,1,128,255,255,107,1,1,1,1,1,1,1,1,1,149,171,1,1,1,1,1,128,255,255,107,1,1,1,1,1,1,1,1,1,149,171,1,1,1,1,1,128,255,255,107,1,1,1,1,1,1,1,1,1,149,171,1,1,1,1,1,128,255,255,107,1,1,1,1,1,1,1,1,1,161,171,1,1,1,1,1,101,255,255,179,1,1,1,1,1,1,1,1,28,255,98,1,1,1,1,1,13,221,255,248,53,1,1,1,1,1,1,1,150,238,38,1,1,1,1,1,1,104,250,255,215,87,11,1,1,1,39,169,255,95,1,1,1,1,1,1,1,1,109,226,255,255,205,180,180,180,249,238,140,1,1,1,1,1,1,1,1,1,1,23,120,201,255,255,255,219,138,29,1,1,1,1,1,1
GEORGIA,GEORGIA,84,0.400000,0,0.000000,36,20,46,41,20,20,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,217,121,78,78,78,204,255,255,204,78,78,78,121,217,255,255,255,255,255,191,19,1,1,1,1,181,255,255,181,1,1,1,1,19,191,255,255,255,238,54,1,1,1,1,1,181,255,255,181,1,1,1,1,1,54,238,255,255,119,1,1,1,1,1,1,181,255,255,181,1,1,1,1,1,1,119,255,164,26,1,1,1,1,1,1,181,255,255,181,1,1,1,1,1,1,26,164,1,1,1,1,1,1,1,1,181,255,255,181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,181,255,255,181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,181,255,255,181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,181,255,255,181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,181,255,255,181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,181,255,255,181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,181,255,255,181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,181,255,255,181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,181,255,255,181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,181,255,255,181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,181,255,255,181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,181,255,255,181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,100,236,255,255,236,100,52,1,1,1,1,1,1,1,1,1,1,28,222,228,255,255,255,255,255,255,244,222,28,1,1,1,1
GEORGIA,GEORGIA,83,0.400000,0,0.000000,35,23,48,32,20,20,1,1,1,1,27,83,149,202,255,255,255,255,202,149,83,27,6,96,112,1,1,1,43,178,232,255,192,117,64,64,64,78,171,245,255,232,200,255,192,1,1,43,245,255,242,88,6,1,1,1,1,1,1,46,194,255,255,255,192,1,24,208,255,255,96,1,1,1,1,1,1,1,1,1,1,125,240,255,192,1,96,255,255,255,96,1,1,1,1,1,1,1,1,1,1,1,192,255,192,1,96,255,255,255,189,1,1,1,1,1,1,1,1,1,1,1,27,234,192,1,64,234,255,255,255,152,22,1,1,1,1,1,1,1,1,1,1,86,128,1,1,178,255,255,255,255,240,181,101,22,14,1,1,1,1,1,1,1,1,1,1,11,139,248,255,255,255,255,255,255,224,157,64,48,1,1,1,1,1,1,1,1,1,64,149,255,255,255,255,255,255,255,255,245,213,107,27,1,1,1,1,1,1,1,1,1,80,107,200,213,255,255,255,255,255,255,242,149,46,1,1,1,1,1,1,1,1,1,1,1,64,78,171,245,255,255,255,255,213,32,22,6,1,1,1,1,1,1,1,1,1,1,1,19,88,255,255,255,255,176,255,104,1,1,1,1,1,1,1,1,1,1,1,1,1,149,255,255,255,255,255,237,54,1,1,1,1,1,1,1,1,1,1,1,1,16,202,255,255,255,255,255,202,19,1,1,1,1,1,1,1,1,1,1,1,1,192,255,255,229,255,255,255,173,32,1,1,1,1,1,1,1,1,1,1,32,213,255,234,64,255,255,255,255,242,88,19,1,1,1,1,1,1,1,14,176,255,245,109,1,255,248,192,248,255,255,245,171,78,64,64,64,64,157,224,232,178,43,1,1,149,64,1,38,43,149,163,255,255,255,255,255,202,149,83,27,1,1,1,1
